TF_name	TF_family	Identical_PWM	Homologous_PWM	Relatively_Homologous_PWM	ModCRE	AlphaFold	Best_annotation_level	Best_PWM_or_model	N_nonempty_annotation_columns
A0JP08	zf-C2H2_4,zf-C2H2,zf-C2H2_jaz,zf-met,zf-H2C2_2,Homeobox,zf-C2H2_2,zf-H2C2_5,zf-C2H2_6			M00782_2.00 (52.1%);M00960_2.00 (51.4%);M01468_2.00 (50.0%);M01883_2.00 (50.0%);M04475_2.00 (50.6%);M04650_2.00 (50.6%);M06179_2.00 (56.8%);M07567_2.00 (50.0%);M07578_2.00 (53.0%);M07590_2.00 (50.6%);M07600_2.00 (50.0%);M07601_2.00 (51.4%);M07667_2.00 (50.7%);M07684_2.00 (52.1%);M07753_2.00 (52.7%);M07842_2.00 (60.8%);M08252_2.00 (50.7%);M08300_2.00 (51.2%);M08311_2.00 (52.2%);M08325_2.00 (51.3%);M08335_2.00 (53.6%);M08347_2.00 (51.3%);M08373_2.00 (50.0%);M08390_2.00 (51.5%);M08395_2.00 (50.0%);M08860_2.00 (55.8%);MA0038.1 (50.0%);MA0038.2 (50.0%);MA1587.1 (53.3%)			Relatively_Homologous_PWM	M00782_2.00 (52.1%);M00960_2.00 (51.4%);M01468_2.00 (50.0%);M01883_2.00 (50.0%);M04475_2.00 (50.6%);M04650_2.00 (50.6%);M06179_2.00 (56.8%);M07567_2.00 (50.0%);M07578_2.00 (53.0%);M07590_2.00 (50.6%);M07600_2.00 (50.0%);M07601_2.00 (51.4%);M07667_2.00 (50.7%);M07684_2.00 (52.1%);M07753_2.00 (52.7%);M07842_2.00 (60.8%);M08252_2.00 (50.7%);M08300_2.00 (51.2%);M08311_2.00 (52.2%);M08325_2.00 (51.3%);M08335_2.00 (53.6%);M08347_2.00 (51.3%);M08373_2.00 (50.0%);M08390_2.00 (51.5%);M08395_2.00 (50.0%);M08860_2.00 (55.8%);MA0038.1 (50.0%);MA0038.2 (50.0%);MA1587.1 (53.3%)	1
A0PJ47	RRM_5,RRM_6,SAP,RRM_1					a0pj47.af3.3.meme;a0pj47.af3.1.meme;a0pj47.af3.4.meme;a0pj47.af3.5.meme;a0pj47.af3.2.meme;a0pj47.af3.0.meme	AlphaFold	a0pj47.af3.3.meme;a0pj47.af3.1.meme;a0pj47.af3.4.meme;a0pj47.af3.5.meme;a0pj47.af3.2.meme;a0pj47.af3.0.meme	1
A0PJ55	zf-C2H2_4,zf-C2H2,Zn_ribbon_recom,NifU_N,Prok-RING_2,zf-C2H2_jaz,XPA_N,zf-met,zf-H2C2_2,HypA,GAGA,C1_1,Rubredoxin,A2L_zn_ribbon,C1_4,TFIIS_C,zinc_ribbon_5,zf-AN1,HTH_Tnp_ISL3,Zn_Tnp_IS1595,zf-C2H2_6,C1_2,ADK_lid,LIM,GATA,zf-BED,DNA_RNApol_7kD,zf-trcl,CxxC_CxxC_SSSS,zf-C2H2_2,FYDLN_acid	M08335_2.00					Identical_PWM	M08335_2.00	1
A0PJD3	ELM2,Myb_DNA-binding				TFS_tr_A0PJD3_A0PJD3_HUMAN:832:880_6vyp_L_1.meme;TFS_tr_A0PJD3_A0PJD3_HUMAN:832:880_6vyp_N_1.meme		ModCRE	TFS_tr_A0PJD3_A0PJD3_HUMAN:832:880_6vyp_L_1.meme;TFS_tr_A0PJD3_A0PJD3_HUMAN:832:880_6vyp_N_1.meme	1
A0PJF9	HLH,PAS,PAS_3,PAS_9,RNA_pol_Rpb4		M01731_2.00 (91.1%);M04158_2.00 (99.8%);MA0626.1 (91.0%)				Homologous_PWM	M01731_2.00 (91.1%);M04158_2.00 (99.8%);MA0626.1 (91.0%)	1
A0PJY2	zf-C2H2_4,zf-RING_3,zf-C2H2,zf-C2H2_jaz,zf-C3HC4_2,zf-CHY,zf-met,zf-H2C2_2,CxxC_CxxC_SSSS,HypA,zf-Sec23_Sec24,GAGA,Zn_Tnp_IS1595,DZR,FYDLN_acid,zf-C2H2_6	M08889_2.00;FEZF1_HUMAN.H11MO.0.C					Identical_PWM	M08889_2.00;FEZF1_HUMAN.H11MO.0.C	1
A1A519	RHH_1,zf-C2H2_jaz					a1a519.af3.5.meme	AlphaFold	a1a519.af3.5.meme	1
A1A525	zf-C2H2_4,C1_4,zf-RING_3,zf-C2H2,Zn_ribbon_recom,TFIIS_C,Prok-RING_1,DNA_RNApol_7kD,zf-C2H2_jaz,zf-trcl,XPA_N,zf-met,zf-H2C2_2,HTH_Tnp_ISL3,CxxC_CxxC_SSSS,Zn_Tnp_IS1595,zf-C2H2_6,LIM		M00939_2.00 (71.7%)				Homologous_PWM	M00939_2.00 (71.7%)	1
A1ECB1	Homeobox,Homez	MA0063.2					Identical_PWM	MA0063.2	1
A1ECB2	Homeobox,Homez	MA0063.2					Identical_PWM	MA0063.2	1
A1ECB6	Homeobox,Homez		M00385_2.00 (83.0%);M00438_2.00 (77.5%);M00496_2.00 (79.3%);M00497_2.00 (76.7%);M00520_2.00 (79.3%);M02181_2.00 (78.6%);M03854_2.00 (84.7%);M05042_2.00 (75.2%);M06378_2.00 (75.8%);M09146_2.00 (83.0%);MA0063.1 (95.2%);MA0063.2 (89.5%);MA0122.2 (71.1%);MA0672.1 (75.2%);MA1645.1 (77.5%)				Homologous_PWM	M00385_2.00 (83.0%);M00438_2.00 (77.5%);M00496_2.00 (79.3%);M00497_2.00 (76.7%);M00520_2.00 (79.3%);M02181_2.00 (78.6%);M03854_2.00 (84.7%);M05042_2.00 (75.2%);M06378_2.00 (75.8%);M09146_2.00 (83.0%);MA0063.1 (95.2%);MA0063.2 (89.5%);MA0122.2 (71.1%);MA0672.1 (75.2%);MA1645.1 (77.5%)	1
A1ECB7	Homeobox,Homez	MA0063.2					Identical_PWM	MA0063.2	1
A1ECB8	Homeobox,Homez	MA0063.2					Identical_PWM	MA0063.2	1
A1ECD1	Homeobox,Homez		M00385_2.00 (79.0%);M00496_2.00 (78.6%);M00497_2.00 (73.7%);M00520_2.00 (79.3%);M03854_2.00 (84.4%);M05042_2.00 (72.5%);M09146_2.00 (79.0%);MA0063.1 (92.9%);MA0063.2 (99.0%);MA0122.2 (71.1%);MA0672.1 (72.5%)				Homologous_PWM	M00385_2.00 (79.0%);M00496_2.00 (78.6%);M00497_2.00 (73.7%);M00520_2.00 (79.3%);M03854_2.00 (84.4%);M05042_2.00 (72.5%);M09146_2.00 (79.0%);MA0063.1 (92.9%);MA0063.2 (99.0%);MA0122.2 (71.1%);MA0672.1 (72.5%)	1
A1L0T6	Homeobox,DUF2209,Homeobox_KN	MA1496.1					Identical_PWM	MA1496.1	1
A2A2N5	zf-C2H2_4,zf-C2H2,zf-C2H2_jaz,zf-met,zf-H2C2_2,YyzF,AKAP95,zf-H2C2_5,zf-C2H2_6,DUF3799		M08275_2.00 (98.8%)				Homologous_PWM	M08275_2.00 (98.8%)	1
A2AB93	HOK_GEF,BTB	M04651_2.00					Identical_PWM	M04651_2.00	1
A2I2P5	HLH,PAS,PAS_3,PAS_9,RNA_pol_Rpb4	M04158_2.00					Identical_PWM	M04158_2.00	1
A2I829	dsrm,R3H,G-patch,G-patch_2					a2i829.af3.0.meme;a2i829.af3.5.meme;a2i829.af3.4.meme;a2i829.af3.1.meme;a2i829.af3.3.meme;a2i829.af3.2.meme	AlphaFold	a2i829.af3.0.meme;a2i829.af3.5.meme;a2i829.af3.4.meme;a2i829.af3.1.meme;a2i829.af3.3.meme;a2i829.af3.2.meme	1
A2NIV0	Ets,ETS_PEA3_N		M04793_2.00 (99.5%);M09046_2.00 (76.7%);M09073_2.00 (94.8%);MA0149.1 (72.5%);MA0149.1 (76.5%);MA0761.1 (76.7%);MA0764.1 (99.5%);MA0765.1 (72.8%)				Homologous_PWM	M04793_2.00 (99.5%);M09046_2.00 (76.7%);M09073_2.00 (94.8%);MA0149.1 (72.5%);MA0149.1 (76.5%);MA0761.1 (76.7%);MA0764.1 (99.5%);MA0765.1 (72.8%)	1
A2RRD8	zf-C2H2_4,C1_4,zf-C2H2,Prok-RING_1,C1_3,zf-C2H2_jaz,BHD_2,KRAB,zf-met,XPA_N,zf-H2C2_2,CxxC_CxxC_SSSS,HTH_Tnp_ISL3,Zn_Tnp_IS1595,A2L_zn_ribbon,zf-C2H2_6,BolA	M07667_2.00;ZN320_HUMAN.H11MO.0.C					Identical_PWM	M07667_2.00;ZN320_HUMAN.H11MO.0.C	1
A2RRN1			MA0608.1 (87.8%)				Homologous_PWM	MA0608.1 (87.8%)	1
A2RU54	Homeobox	M03234_2.00					Identical_PWM	M03234_2.00	1
A2RUI7	zf-C2H2_4,C1_4,zf-C2H2,FYVE,DUF2180,zf-C2H2_jaz,IBR,zf-AN1,KRAB,zf-H2C2_2,HTH_Tnp_ISL3,zf-C2H2_6,zf-UBP,BolA		M00944_2.00 (70.5%)				Homologous_PWM	M00944_2.00 (70.5%)	1
A2VDJ6	zf-C2H2_4,zf-C2H2,Zn_ribbon_recom,zf-C2H2_jaz,XPA_N,zf-H2C2_2,Yippee,C1_1,C1_4,zf-RING_3,TFIIS_C,zf-AN1,HTH_Tnp_ISL3,Zn_Tnp_IS1595,zf-C2H2_6,KRAB,GATA,zf-BED,DNA_RNApol_7kD,CxxC_CxxC_SSSS,BolA			M00142_2.00 (54.5%);M00609_2.00 (54.1%);M00764_2.00 (52.1%);M00782_2.00 (62.0%);M00786_2.00 (53.1%);M00939_2.00 (69.3%);M00943_2.00 (62.5%);M00944_2.00 (63.6%);M00945_2.00 (57.7%);M00948_2.00 (60.2%);M00950_2.00 (61.3%);M00952_2.00 (62.5%);M00953_2.00 (67.0%);M00955_2.00 (63.5%);M00958_2.00 (62.3%);M00959_2.00 (62.3%);M00960_2.00 (65.9%);M01456_2.00 (50.9%);M01474_2.00 (54.9%);M02924_2.00 (62.8%);M04387_2.00 (56.6%);M04465_2.00 (59.2%);M04536_2.00 (54.4%);M04590_2.00 (51.9%);M04598_2.00 (58.2%);M04611_2.00 (60.0%);M04613_2.00 (59.4%);M04621_2.00 (52.7%);M04650_2.00 (60.1%);M04653_2.00 (62.5%);M07562_2.00 (52.0%);M07578_2.00 (52.9%);M07581_2.00 (60.9%);M07587_2.00 (51.9%);M07588_2.00 (52.5%);M07610_2.00 (56.4%);M07648_2.00 (55.2%);M07649_2.00 (57.7%);M07659_2.00 (53.9%);M07660_2.00 (57.5%);M07678_2.00 (52.1%);M07689_2.00 (50.1%);M07712_2.00 (55.3%);M07717_2.00 (54.4%);M07746_2.00 (54.9%);M07747_2.00 (53.8%);M07753_2.00 (51.5%);M08234_2.00 (54.9%);M08247_2.00 (57.7%);M08254_2.00 (55.0%);M08267_2.00 (57.7%);M08274_2.00 (50.8%);M08314_2.00 (56.3%);M08325_2.00 (61.1%);M08329_2.00 (65.3%);M08334_2.00 (60.2%);M08335_2.00 (56.3%);M08355_2.00 (62.0%);M08357_2.00 (52.3%);M08367_2.00 (50.3%);M08373_2.00 (51.0%);M08375_2.00 (51.2%);M08392_2.00 (56.8%);M08395_2.00 (67.5%);M08901_2.00 (53.5%);M08985_2.00 (58.5%);M10303_2.00 (50.0%);MA0528.1 (50.7%);MA1124.1 (64.0%);MA1154.1 (52.5%);MA1602.1 (52.8%);MA1656.1 (52.7%)			Relatively_Homologous_PWM	M00142_2.00 (54.5%);M00609_2.00 (54.1%);M00764_2.00 (52.1%);M00782_2.00 (62.0%);M00786_2.00 (53.1%);M00939_2.00 (69.3%);M00943_2.00 (62.5%);M00944_2.00 (63.6%);M00945_2.00 (57.7%);M00948_2.00 (60.2%);M00950_2.00 (61.3%);M00952_2.00 (62.5%);M00953_2.00 (67.0%);M00955_2.00 (63.5%);M00958_2.00 (62.3%);M00959_2.00 (62.3%);M00960_2.00 (65.9%);M01456_2.00 (50.9%);M01474_2.00 (54.9%);M02924_2.00 (62.8%);M04387_2.00 (56.6%);M04465_2.00 (59.2%);M04536_2.00 (54.4%);M04590_2.00 (51.9%);M04598_2.00 (58.2%);M04611_2.00 (60.0%);M04613_2.00 (59.4%);M04621_2.00 (52.7%);M04650_2.00 (60.1%);M04653_2.00 (62.5%);M07562_2.00 (52.0%);M07578_2.00 (52.9%);M07581_2.00 (60.9%);M07587_2.00 (51.9%);M07588_2.00 (52.5%);M07610_2.00 (56.4%);M07648_2.00 (55.2%);M07649_2.00 (57.7%);M07659_2.00 (53.9%);M07660_2.00 (57.5%);M07678_2.00 (52.1%);M07689_2.00 (50.1%);M07712_2.00 (55.3%);M07717_2.00 (54.4%);M07746_2.00 (54.9%);M07747_2.00 (53.8%);M07753_2.00 (51.5%);M08234_2.00 (54.9%);M08247_2.00 (57.7%);M08254_2.00 (55.0%);M08267_2.00 (57.7%);M08274_2.00 (50.8%);M08314_2.00 (56.3%);M08325_2.00 (61.1%);M08329_2.00 (65.3%);M08334_2.00 (60.2%);M08335_2.00 (56.3%);M08355_2.00 (62.0%);M08357_2.00 (52.3%);M08367_2.00 (50.3%);M08373_2.00 (51.0%);M08375_2.00 (51.2%);M08392_2.00 (56.8%);M08395_2.00 (67.5%);M08901_2.00 (53.5%);M08985_2.00 (58.5%);M10303_2.00 (50.0%);MA0528.1 (50.7%);MA1124.1 (64.0%);MA1154.1 (52.5%);MA1602.1 (52.8%);MA1656.1 (52.7%)	1
A3F768	dsrm,R3H,G-patch,G-patch_2					a3f768.af3.0.meme;a3f768.af3.3.meme;a3f768.af3.5.meme;a3f768.af3.4.meme;a3f768.af3.1.meme;a3f768.af3.2.meme	AlphaFold	a3f768.af3.0.meme;a3f768.af3.3.meme;a3f768.af3.5.meme;a3f768.af3.4.meme;a3f768.af3.1.meme;a3f768.af3.2.meme	1
A3F769	dsrm,R3H,G-patch,G-patch_2					a3f769.af3.4.meme;a3f769.af3.0.meme;a3f769.af3.5.meme;a3f769.af3.1.meme;a3f769.af3.2.meme;a3f769.af3.3.meme	AlphaFold	a3f769.af3.4.meme;a3f769.af3.0.meme;a3f769.af3.5.meme;a3f769.af3.1.meme;a3f769.af3.2.meme;a3f769.af3.3.meme	1
A3KPE3	Fork_head	MA0032.1					Identical_PWM	MA0032.1	1
A4D0T4	Fork_head,Zip,TT_ORF1,eIF-3_zeta,Plasmodium_Vir,Mgr1		M05866_2.00 (85.0%);M09101_2.00 (93.1%);MA0593.1 (96.4%)				Homologous_PWM	M05866_2.00 (85.0%);M09101_2.00 (93.1%);MA0593.1 (96.4%)	1
A4D0Z1	HTH_Tnp_IS1,HTH_29,Homeobox_KN,Homeobox,HTH_23,PAX	MA0068.2					Identical_PWM	MA0068.2	1
A4D178	bZIP_2,bZIP_1,bZIP_Maf			M01142_2.00 (52.3%);M08789_2.00 (53.1%);M09959_2.00 (55.4%);MA0150.1 (53.1%);MA0150.2 (53.1%);MA0501.1 (53.5%)			Relatively_Homologous_PWM	M01142_2.00 (52.3%);M08789_2.00 (53.1%);M09959_2.00 (55.4%);MA0150.1 (53.1%);MA0150.2 (53.1%);MA0501.1 (53.5%)	1
A4D182	DUF4074,Homeobox		M00403_2.00 (77.5%);M00422_2.00 (75.0%);M00476_2.00 (71.6%);M00494_2.00 (71.6%);M00532_2.00 (96.1%);M02166_2.00 (75.4%);M03799_2.00 (70.3%);M06227_2.00 (73.3%);M06248_2.00 (71.1%);M06261_2.00 (72.2%);M06545_2.00 (73.6%);M09204_2.00 (75.0%);MA0132.1 (70.4%);MA0132.2 (70.4%);MA0158.1 (70.0%);MA0900.1 (77.5%);MA0902.1 (77.1%);MA0904.1 (70.0%);MA0904.2 (70.0%);MA1496.1 (73.3%);MA1497.1 (71.6%);MA1499.1 (75.0%);MA1504.1 (74.1%)				Homologous_PWM	M00403_2.00 (77.5%);M00422_2.00 (75.0%);M00476_2.00 (71.6%);M00494_2.00 (71.6%);M00532_2.00 (96.1%);M02166_2.00 (75.4%);M03799_2.00 (70.3%);M06227_2.00 (73.3%);M06248_2.00 (71.1%);M06261_2.00 (72.2%);M06545_2.00 (73.6%);M09204_2.00 (75.0%);MA0132.1 (70.4%);MA0132.2 (70.4%);MA0158.1 (70.0%);MA0900.1 (77.5%);MA0902.1 (77.1%);MA0904.1 (70.0%);MA0904.2 (70.0%);MA1496.1 (73.3%);MA1497.1 (71.6%);MA1499.1 (75.0%);MA1504.1 (74.1%)	1
A4D1Z4	Fork_head		MA0852.1 (71.0%);MA0852.2 (74.6%)				Homologous_PWM	MA0852.1 (71.0%);MA0852.2 (74.6%)	1
A4D2A4	zf-C2H2_4,zf-C2H2,zf-C2H2_jaz,XPA_N,zf-H2C2_2,Yippee,C1_1,C1_4,TFIIS_C,zf-AN1,HTH_Tnp_ISL3,Zn_Tnp_IS1595,DUF2321,zf-MYND,zf-C2H2_6,FYVE,Prok-RING_1,KRAB,ZZ,zf-H2C2_5,GATA,zf-BED,DNA_RNApol_7kD,NUMOD4,zf-trcl,CxxC_CxxC_SSSS,CpXC		M00939_2.00 (72.9%);M07613_2.00 (99.1%)				Homologous_PWM	M00939_2.00 (72.9%);M07613_2.00 (99.1%)	1
A4D2L0	Ets			M01489_2.00 (53.3%);M03001_2.00 (53.3%);M03010_2.00 (60.9%);M04733_2.00 (57.7%);MA0028.1 (65.3%);MA0076.1 (53.3%);MA0759.1 (57.7%);MA1484.1 (50.0%)			Relatively_Homologous_PWM	M01489_2.00 (53.3%);M03001_2.00 (53.3%);M03010_2.00 (60.9%);M04733_2.00 (57.7%);MA0028.1 (65.3%);MA0076.1 (53.3%);MA0759.1 (57.7%);MA1484.1 (50.0%)	1
A4D2M8	Tachystatin_B,GTF2I,Phospho_p8					a4d2m8.af3.1.meme;a4d2m8.af3.2.meme;a4d2m8.af3.5.meme;a4d2m8.af3.0.meme;a4d2m8.af3.4.meme;a4d2m8.af3.3.meme	AlphaFold	a4d2m8.af3.1.meme;a4d2m8.af3.2.meme;a4d2m8.af3.5.meme;a4d2m8.af3.0.meme;a4d2m8.af3.4.meme;a4d2m8.af3.3.meme	1
A4D7U3	zf-C2H2_4,zf-C2H2,DUF3408,bZIP_2,DUF2397,bZIP_1		M04252_2.00 (99.6%);M09493_2.00 (99.3%);MA1632.1 (99.7%)				Homologous_PWM	M04252_2.00 (99.6%);M09493_2.00 (99.3%);MA1632.1 (99.7%)	1
A4D7U7	bZIP_2,bZIP_1,DUF2397		M04252_2.00 (99.6%);M09493_2.00 (99.3%);MA1632.1 (99.6%)				Homologous_PWM	M04252_2.00 (99.6%);M09493_2.00 (99.3%);MA1632.1 (99.6%)	1
A4D7U9	Shugoshin_N,bZIP_Maf,bZIP_2,IPP-2,bZIP_1		M04252_2.00 (99.7%);M09493_2.00 (98.7%);MA1632.1 (99.7%)				Homologous_PWM	M04252_2.00 (99.7%);M09493_2.00 (98.7%);MA1632.1 (99.7%)	1
A4D7V5	bZIP_2,bZIP_1,Shugoshin_N,bZIP_Maf		M04252_2.00 (99.6%);M09493_2.00 (99.3%);MA1632.1 (99.6%)				Homologous_PWM	M04252_2.00 (99.6%);M09493_2.00 (99.3%);MA1632.1 (99.6%)	1
A4LBB6	HLH			M00756_2.00 (51.6%);M01718_2.00 (64.2%);M02784_2.00 (50.9%);M04156_2.00 (56.3%);M05952_2.00 (50.0%);M05962_2.00 (51.6%);M05965_2.00 (50.0%);M05980_2.00 (53.0%);M06000_2.00 (50.5%);MA0048.1 (51.6%);MA0091.1 (57.1%);MA0092.1 (63.2%);MA0140.1 (57.1%);MA0607.1 (50.0%);MA0623.1 (51.6%);MA0623.2 (51.6%);MA0633.1 (64.2%);MA0665.1 (60.7%);MA0669.1 (51.6%);MA0817.1 (50.9%);MA0832.1 (60.7%);MA1123.1 (64.2%);MA1467.1 (50.0%);MA1468.1 (54.2%);MA1529.1 (51.6%);MA1568.1 (60.7%);MA1618.1 (56.3%);MA1638.1 (60.3%)			Relatively_Homologous_PWM	M00756_2.00 (51.6%);M01718_2.00 (64.2%);M02784_2.00 (50.9%);M04156_2.00 (56.3%);M05952_2.00 (50.0%);M05962_2.00 (51.6%);M05965_2.00 (50.0%);M05980_2.00 (53.0%);M06000_2.00 (50.5%);MA0048.1 (51.6%);MA0091.1 (57.1%);MA0092.1 (63.2%);MA0140.1 (57.1%);MA0607.1 (50.0%);MA0623.1 (51.6%);MA0623.2 (51.6%);MA0633.1 (64.2%);MA0665.1 (60.7%);MA0669.1 (51.6%);MA0817.1 (50.9%);MA0832.1 (60.7%);MA1123.1 (64.2%);MA1467.1 (50.0%);MA1468.1 (54.2%);MA1529.1 (51.6%);MA1568.1 (60.7%);MA1618.1 (56.3%);MA1638.1 (60.3%)	1
A5D905	Sfi1_C,STAT_alpha,STAT_int		M08014_2.00 (98.7%);MA0137.3 (98.7%)				Homologous_PWM	M08014_2.00 (98.7%);MA0137.3 (98.7%)	1
A5HJR3	zf-C2H2_4,zf-C2H2,zf-C2H2_jaz,XPA_N,zf-H2C2_2,C1_1,C1_4,DUF2256,HTH_Tnp_ISL3,Zn_Tnp_IS1595,DUF2321,zf-C2H2_6,Desulfoferrod_N,C1_2,KRAB,Rpr2,DNA_RNApol_7kD,zf-trcl,CxxC_CxxC_SSSS,UBN_AB			M00939_2.00 (63.5%);M00943_2.00 (58.3%);M00944_2.00 (57.6%);M00945_2.00 (51.1%);M00948_2.00 (57.6%);M00950_2.00 (55.9%);M00952_2.00 (57.1%);M00953_2.00 (55.2%);M00955_2.00 (53.5%);M00958_2.00 (58.8%);M00959_2.00 (56.4%);M00960_2.00 (57.6%);M01474_2.00 (50.0%);M01540_2.00 (50.0%);M02924_2.00 (50.8%);M04650_2.00 (53.1%);M07562_2.00 (50.0%);M07620_2.00 (51.9%);M07733_2.00 (56.5%);M07753_2.00 (50.4%);M08254_2.00 (53.8%);M08325_2.00 (50.3%);M08908_2.00 (50.0%);MA1602.1 (50.2%)			Relatively_Homologous_PWM	M00939_2.00 (63.5%);M00943_2.00 (58.3%);M00944_2.00 (57.6%);M00945_2.00 (51.1%);M00948_2.00 (57.6%);M00950_2.00 (55.9%);M00952_2.00 (57.1%);M00953_2.00 (55.2%);M00955_2.00 (53.5%);M00958_2.00 (58.8%);M00959_2.00 (56.4%);M00960_2.00 (57.6%);M01474_2.00 (50.0%);M01540_2.00 (50.0%);M02924_2.00 (50.8%);M04650_2.00 (53.1%);M07562_2.00 (50.0%);M07620_2.00 (51.9%);M07733_2.00 (56.5%);M07753_2.00 (50.4%);M08254_2.00 (53.8%);M08325_2.00 (50.3%);M08908_2.00 (50.0%);MA1602.1 (50.2%)	1
A5PKW7	Myb_DNA-binding					a5pkw7.af3.0.meme;a5pkw7.af3.3.meme;a5pkw7.af3.5.meme;a5pkw7.af3.4.meme;a5pkw7.af3.2.meme	AlphaFold	a5pkw7.af3.0.meme;a5pkw7.af3.3.meme;a5pkw7.af3.5.meme;a5pkw7.af3.4.meme;a5pkw7.af3.2.meme	1
A5PL18	zf-C2H2_4,C1_4,zf-C2H2,zf-C2H2_jaz,zf-met,zf-H2C2_2,DZR,BTB,GAGA,zf-H2C2_5,DUF3342,zf-C2H2_6,DUF776		MA0463.1 (94.4%);MA0463.2 (99.8%)				Homologous_PWM	MA0463.1 (94.4%);MA0463.2 (99.8%)	1
A5Y0M9	AT_hook					a5y0m9.af3.5.meme;a5y0m9.af3.2.meme;a5y0m9.af3.4.meme;a5y0m9.af3.1.meme;a5y0m9.af3.0.meme;a5y0m9.af3.3.meme	AlphaFold	a5y0m9.af3.5.meme;a5y0m9.af3.2.meme;a5y0m9.af3.4.meme;a5y0m9.af3.1.meme;a5y0m9.af3.0.meme;a5y0m9.af3.3.meme	1
A5YM43	SAM_1,SAM_PNT,zf-FCS,SAM_2					a5ym43.af3.5.meme;a5ym43.af3.0.meme;a5ym43.af3.3.meme;a5ym43.af3.2.meme;a5ym43.af3.4.meme;a5ym43.af3.1.meme	AlphaFold	a5ym43.af3.5.meme;a5ym43.af3.0.meme;a5ym43.af3.3.meme;a5ym43.af3.2.meme;a5ym43.af3.4.meme;a5ym43.af3.1.meme	1
A6H901	Fork_head		M01011_2.00 (79.8%)				Homologous_PWM	M01011_2.00 (79.8%)	1
A6NCS4	Homeobox,Homez		M02181_2.00 (70.4%);M03854_2.00 (72.9%);MA1645.1 (73.0%)				Homologous_PWM	M02181_2.00 (70.4%);M03854_2.00 (72.9%);MA1645.1 (73.0%)	1
A6NDR6	Homeobox,Homeobox_KN		M04951_2.00 (89.1%);MA0775.1 (89.1%)				Homologous_PWM	M04951_2.00 (89.1%);MA0775.1 (89.1%)	1
A6NDX5	zf-C2H2_4,C1_4,zf-C2H2,HTH_OrfB_IS605,zf-C2H2_jaz,zf-CHY,KRAB,zf-H2C2_2,CxxC_CxxC_SSSS,Zn_Tnp_IS1595,zf-C2H2_6,NADH-G_4Fe-4S_3,BolA			M00939_2.00 (52.9%);M00943_2.00 (52.9%);M00955_2.00 (55.5%);M00958_2.00 (50.0%);M00959_2.00 (51.8%);M00960_2.00 (51.8%);M04598_2.00 (50.4%);M04611_2.00 (50.0%);M08901_2.00 (51.4%);M08908_2.00 (50.0%);M08985_2.00 (50.0%)			Relatively_Homologous_PWM	M00939_2.00 (52.9%);M00943_2.00 (52.9%);M00955_2.00 (55.5%);M00958_2.00 (50.0%);M00959_2.00 (51.8%);M00960_2.00 (51.8%);M04598_2.00 (50.4%);M04611_2.00 (50.0%);M08901_2.00 (51.4%);M08908_2.00 (50.0%);M08985_2.00 (50.0%)	1
A6NFD8	HLH,RNA_pol_Rpb4,Hairy_orange			M04192_2.00 (55.1%);M05959_2.00 (52.9%);M09656_2.00 (52.9%);MA0616.1 (56.2%);MA0822.1 (55.1%)			Relatively_Homologous_PWM	M04192_2.00 (55.1%);M05959_2.00 (52.9%);M09656_2.00 (52.9%);MA0616.1 (56.2%);MA0822.1 (55.1%)	1
